Link ID,Body size reference,Body size methodology,mass.units,length.units,Taxonomy consumer,Lifestage consumer,Common name(s) consumer,Metabolic category consumer,Type of feeding interaction,Minimum length (m) consumer,Mean length (m) consumer,Maximum length (m) consumer,Minimum mass (g) consumer,Mean mass (g) consumer,Maximum mass (g) consumer,Taxonomy resource,Lifestage - resource,Common name(s) resource,Metabolic category resource,Minimum length (m) resource,Mean length (m) resource,Maximum length (m) resource,Minimum mass (g) resource,Mean mass (g) resource,Maximum mass (g) resource,Consumer/resource body mass ratio,Notes
5994,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,"Pirata tenuitarsis Simon, 1876",NA,NA,invertebrate,NA,NA,NA,NA,0.00211,NA,0.18957346,NA
5995,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Trochosa sp,immature,NA,invertebrate,NA,NA,NA,NA,0.00211,NA,0.18957346,NA
5996,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Pachygnatha sp,immature,NA,invertebrate,NA,NA,NA,NA,0.0016,NA,0.25,NA
5997,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Thomisidae,immature,NA,invertebrate,NA,NA,NA,NA,0.000104,NA,3.846153846,NA
5998,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Xysticus sp,immature,NA,invertebrate,NA,NA,NA,NA,0.000285,NA,1.403508772,NA
5999,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,"Zora spinimana (Sundevall, 1833)",NA,NA,invertebrate,NA,NA,NA,NA,0.0015,NA,0.266666667,NA
6000,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Opilionida,NA,NA,invertebrate,NA,NA,NA,NA,0.00317,NA,0.126182965,NA
6001,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Armadillidium vulgare (Latreille),NA,NA,invertebrate,NA,NA,NA,NA,0.0074,NA,0.054054054,NA
6002,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Ligidium hypnorum (Cuvier),larvae,NA,invertebrate,NA,NA,NA,NA,0.00127,NA,0.31496063,NA
6003,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Trichoniscidae,NA,NA,invertebrate,NA,NA,NA,NA,0.00034,NA,1.176470588,NA
6004,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Euconulus alderi (Gray),NA,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,1.333333333,NA
6005,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Helicidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0014,NA,0.285714286,NA
6006,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Trichia sericea (Draparnaud),NA,NA,invertebrate,NA,NA,NA,NA,0.0162,NA,0.024691358,NA
6007,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Limacidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0067,NA,0.059701493,NA
6008,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Succinea putris (L.),NA,NA,invertebrate,NA,NA,NA,NA,0.0171,NA,0.023391813,NA
6009,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Vertigo antivertigo (Draparnaud),NA,NA,invertebrate,NA,NA,NA,NA,0.0009,NA,0.444444444,NA
6010,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Vertigo moulinsiana (Dupuy),NA,NA,invertebrate,NA,NA,NA,NA,0.00085,NA,0.470588235,NA
6011,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Coleoptera,larvae,NA,invertebrate,NA,NA,NA,NA,0.0000129,NA,31.00775194,NA
6012,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Pelochares versicolor (Waltl),NA,NA,invertebrate,NA,NA,NA,NA,0.000608,NA,0.657894737,NA
6013,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Carabidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.000329,NA,1.215805471,NA
6014,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Diplocampa assimile (Gyllenhal),NA,NA,invertebrate,NA,NA,NA,NA,0.00065,NA,0.615384615,NA
6015,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Propylaea quatuordecimpunctata (L.),NA,NA,invertebrate,NA,NA,NA,NA,0.00146,NA,0.273972603,NA
6016,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Dryops auriculatus (Geoffr.),NA,NA,invertebrate,NA,NA,NA,NA,0.00163,NA,0.245398773,NA
6017,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Anacaena limbata (F.),NA,NA,invertebrate,NA,NA,NA,NA,0.0004,NA,1,NA
6018,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Brachygluta sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0000872,NA,4.587155963,NA
6019,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Staphylinidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00124,NA,0.322580645,NA
6020,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Lesteva sicula (Er.),NA,NA,invertebrate,NA,NA,NA,NA,0.0005,NA,0.8,NA
6021,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Platystethus nodifrons (Sahlb.),NA,NA,invertebrate,NA,NA,NA,NA,0.000346,NA,1.156069364,NA
6022,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Trogophloeus corticinus (Grav.),NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,4,NA
6023,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Lathrobium fovalum (Steph.),NA,NA,invertebrate,NA,NA,NA,NA,0.0006,NA,0.666666667,NA
6024,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Stilicus rufipes (Germ.),NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,4,NA
6025,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Erichsonius cinerascens (Grav.),NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,4,NA
6026,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Hypostenus sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0002,NA,2,NA
6027,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Chironomidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,1.428571429,NA
6028,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Heteroptera,NA,NA,invertebrate,NA,NA,NA,NA,0.000747,NA,0.535475234,NA
6029,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Heteroptera,larvae,NA,invertebrate,NA,NA,NA,NA,0.000502,NA,0.796812749,NA
6030,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Pachybrachius sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0017,NA,0.235294118,NA
6031,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Pentatomidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.000922,NA,0.433839479,NA
6032,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Chartoscirta cincta (Herrich-Schäffer),NA,NA,invertebrate,NA,NA,NA,NA,0.0016,NA,0.25,NA
6033,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Fulgoroidea,larvae,NA,invertebrate,NA,NA,NA,NA,0.000123,NA,3.25203252,NA
6034,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Delphacidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.000267,NA,1.498127341,NA
6035,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Jassidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,1.333333333,NA
6036,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Tetramorium sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0005,NA,0.8,NA
6037,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Chrysopidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,1.333333333,NA
6038,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,"Pteronemobius heydenii (Fischer, 1853)",NA,NA,invertebrate,NA,NA,NA,NA,0.00111,NA,0.36036036,NA
6039,Cattin Blandenier (2004),measurement; published account; regression,g,m,Gabrius fermoralis (Hochh.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0004,NA,Trichoptera,larvae,NA,invertebrate,NA,NA,NA,NA,0.0007,NA,0.571428571,NA
6040,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Ligidium hypnorum (Cuvier),larvae,NA,invertebrate,NA,NA,NA,NA,0.00127,NA,0.222834646,NA
6041,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Brachygluta sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0000872,NA,3.245412844,NA
6042,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Bryaxis sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000043,NA,6.581395349,NA
6043,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Edaphus blühweissi (Scheerp.),NA,NA,invertebrate,NA,NA,NA,NA,0.0000274,NA,10.32846715,NA
6044,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Anotylus sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000043,NA,6.581395349,NA
6045,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Psychodidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,1.010714286,NA
6046,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Heteroptera,NA,NA,invertebrate,NA,NA,NA,NA,0.000747,NA,0.378848728,NA
6047,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Hebrus pusillus (Fallen),NA,NA,invertebrate,NA,NA,NA,NA,0.00156,NA,0.181410256,NA
6048,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Aphidoidea,NA,NA,invertebrate,NA,NA,NA,NA,0.00008,NA,3.5375,NA
6049,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Cicadina,larvae,NA,invertebrate,NA,NA,NA,NA,0.000136,NA,2.080882353,NA
6050,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gnathonarium dentatum (Wider, 1834)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000283,NA,Fulgoroidea,larvae,NA,invertebrate,NA,NA,NA,NA,0.000123,NA,2.300813008,NA
6051,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Gongylidiellum murcidum Simon, 1884",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000111,NA,Edaphus blühweissi (Scheerp.),NA,NA,invertebrate,NA,NA,NA,NA,0.0000274,NA,4.051094891,NA
6052,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Limacidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0067,NA,0.791044776,NA
6053,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Brachycera,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,18.92857143,NA
6054,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Ceratopogonidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00125,NA,4.24,NA
6055,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Chironomidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,18.92857143,NA
6056,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Limoniidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.002,NA,2.65,NA
6057,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Psychodidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,18.92857143,NA
6058,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Rhagionidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,18.92857143,NA
6059,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Stratiomyidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.006,NA,0.883333333,NA
6060,Cattin Blandenier (2004),measurement; published account; regression,g,m,Haemopis sanguisuga (L.),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0053,NA,Tipulidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.002,NA,2.65,NA
6061,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hebrus pusillus (Fallen),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.00156,NA,Entomobryomorpha,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,156,NA
6062,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hebrus pusillus (Fallen),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.00156,NA,Poduromorpha,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,156,NA
6063,Cattin Blandenier (2004),measurement; published account; regression,g,m,Hebrus pusillus (Fallen),NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.00156,NA,Sminthuridae,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,156,NA
6064,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Ceratopogonidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0000533,NA,11.25703565,NA
6065,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Chironomidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0000614,NA,9.771986971,NA
6066,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Chloropidae,NA,NA,invertebrate,NA,NA,NA,NA,0.000493,NA,1.21703854,NA
6067,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,"Argyra vestita (Wiedemann, 1817)",NA,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,2,NA
6068,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,"Chrysotus cilipes Meigen, 1824",NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,6,NA
6069,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,"Teuchophorus calcaratus (Macquart, 1827)",NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,6,NA
6070,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Drosophilidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0002,NA,3,NA
6071,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Ephydridae,NA,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,2,NA
6072,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Hybotidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0000333,NA,18.01801802,NA
6073,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Muscidae flor,NA,NA,invertebrate,NA,NA,NA,NA,0.000421,NA,1.425178147,NA
6074,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Muscidae copro,NA,NA,invertebrate,NA,NA,NA,NA,0.000421,NA,1.425178147,NA
6075,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Pipinculus sp,NA,NA,invertebrate,NA,NA,NA,NA,0.00024,NA,2.5,NA
6076,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Psychodidae,NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,6,NA
6077,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Psychodidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.00028,NA,2.142857143,NA
6078,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Sciaridae,NA,NA,invertebrate,NA,NA,NA,NA,0.0000881,NA,6.810442679,NA
6079,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Herina frondescentiae (L.),NA,NA,invertebrate,NA,NA,NA,NA,0.00059,NA,1.016949153,NA
6080,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Herina parva (Loew),NA,NA,invertebrate,NA,NA,NA,NA,0.0005,NA,1.2,NA
6081,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Aphidoidea,NA,NA,invertebrate,NA,NA,NA,NA,0.00008,NA,7.5,NA
6082,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Cicadina,larvae,NA,invertebrate,NA,NA,NA,NA,0.000136,NA,4.411764706,NA
6083,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Fulgoroidea,larvae,NA,invertebrate,NA,NA,NA,NA,0.000123,NA,4.87804878,NA
6084,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Delphacidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.000267,NA,2.247191011,NA
6085,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Jassidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,2,NA
6086,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Proctotrupoidea,NA,NA,invertebrate,NA,NA,NA,NA,0.00003,NA,20,NA
6087,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Tetrastichus sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000318,NA,1.886792453,NA
6088,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Tetramesa sp,NA,NA,invertebrate,NA,NA,NA,NA,0.000224,NA,2.678571429,NA
6089,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Tetramorium sp,NA,NA,invertebrate,NA,NA,NA,NA,0.0005,NA,1.2,NA
6090,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Lepidoptera,NA,NA,invertebrate,NA,NA,NA,NA,0.0001,NA,6,NA
6091,Cattin Blandenier (2004),measurement; published account; regression,g,m,"Hercostomus assimilis (Staeger, 1842)",NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.0006,NA,Chrysopidae,larvae,NA,invertebrate,NA,NA,NA,NA,0.0003,NA,2,NA
6092,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000747,NA,Acari pred,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,74.7,NA
6093,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000747,NA,Acari phyto,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,74.7,NA
6094,Cattin Blandenier (2004),measurement; published account; regression,g,m,Heteroptera,NA,NA,invertebrate,predacious,NA,NA,NA,NA,0.000747,NA,Entomobryomorpha,NA,NA,invertebrate,NA,NA,NA,NA,0.00001,NA,74.7,NA
